venueId,venueCategory,latitude,longitude,numsOfCheckIn
4b557c79f964a5207ee527e3,Train/Subway Station,35.72623397,139.5920759,93
4e30a0986284d7ea10dfd024,Train/Subway Station,35.69672268,139.7705718,2
4b55a543f964a52048ea27e3,Train/Subway Station,35.85378746,139.6374321,27
4b2ef5adf964a520bce824e3,Train/Subway Station,35.72013249,139.7147441,20
4b80e732f964a520399130e3,Train/Subway Station,35.75649928,139.8753119,50
4b5eaa66f964a520549529e3,Train/Subway Station,35.53668819,139.7408581,11
4b565926f964a5209b0c28e3,Train/Subway Station,35.82801739,139.6905184,284
4d7ffdd5f724a0930aad06f7,Train/Subway Station,35.690362203,139.700114467,9
4b1b6114f964a5201efb23e3,Train/Subway Station,35.71290244,139.7038972,1269
4f718830e4b05d91e3b0ffaf,Train/Subway Station,35.589165617,139.728489533,108
4d995ccfa2c654814faa0654,Train/Subway Station,35.67242818,139.7858334,1
4ba8dbebf964a520d3f439e3,Train/Subway Station,35.75148851,139.5452714,1
4b189a79f964a5208ed423e3,Train/Subway Station,35.687564,139.79738,37
4df9a3d9e4cd56a64983ae8a,Train/Subway Station,35.53153211,139.69709515,9
4f8d5245e4b0af04c411ee25,Train/Subway Station,35.60654378,139.734291578,153
4fa3574a121df8dabaf60d8b,Train/Subway Station,35.698545,139.773275,115
500ddacbe4b0f6804ff5763e,Train/Subway Station,35.77767628,139.7213097,1
4b5aba39f964a52044d228e3,Train/Subway Station,35.71325089,139.7923055,87
4b580f01f964a520ea4928e3,Train/Subway Station,35.54088692,139.7077864,50
4b70ec05f964a52057342de3,Train/Subway Station,35.67420616,139.7450584,40
4bf4f1ce6a31d13a7353962e,Train/Subway Station,35.688507616,139.70126728,186
4e5e126ad22d7239c19cc155,Train/Subway Station,35.733352,139.698098,5
4ee51b43490141636a7932f3,Train/Subway Station,35.70022256,139.4798514,5
4ed6f1419adf06cbf619d0de,Train/Subway Station,35.688734,139.710131,14
4b7cc556f964a520dca42fe3,Train/Subway Station,35.76209738,139.8249185,122
50373c77e4b06e2fb18a704f,Train/Subway Station,35.73214725,139.7666581,3
4b555ddcf964a52086e227e3,Train/Subway Station,35.71711421,139.7368394,56
4b6929a7f964a520ac9a2be3,Train/Subway Station,35.70895612,139.7965622,514
4b489a80f964a520405026e3,Train/Subway Station,35.62885511,139.685272,99
502a4d61e4b056ba94e6a920,Train/Subway Station,35.66562454,139.7308875,1
4b2ce89af964a5209dca24e3,Train/Subway Station,35.64431502,139.6990907,430
4c718a4f8efc3704b4b4107d,Train/Subway Station,35.85914208,139.65727835,18
4ff27b07e4b0a8dc59e386d2,Train/Subway Station,35.628834,139.739802,1
4b5ba9e4f964a520860e29e3,Train/Subway Station,35.68839378,139.8060036,12
4bb83ac51261d13ac97de898,Train/Subway Station,35.57680745,139.6594852,28
4b2697a6f964a520037e24e3,Train/Subway Station,35.60743038,139.6856207,524
4b8ef710f964a5209c4133e3,Train/Subway Station,35.65491201,139.7962068,190
4b0e60adf964a520305723e3,Train/Subway Station,35.63014573,139.7404289,3040
50079034e4b0974c8421c377,Train/Subway Station,35.589075,139.7283731,1
4b472103f964a520bb2b26e3,Train/Subway Station,35.53893136,139.6804118,103
4b17d66cf964a520b7c823e3,Train/Subway Station,35.66158508,139.6674728,666
4b5feb5cf964a520aed029e3,Train/Subway Station,35.63801109,139.7262347,1
4b2438f3f964a520116424e3,Train/Subway Station,35.74379543,139.6785879,372
4b35a8b4f964a520722e25e3,Train/Subway Station,35.70320182,139.5799041,1389
4cec9db113aea143694c629f,Train/Subway Station,35.607082193,139.734785441,1121
50b17a82e4b0036cfb116e8b,Train/Subway Station,35.68014182,139.7680209,1
4b37f4d2f964a520334925e3,Train/Subway Station,35.67683821,139.7701371,78
508fa121e4b05af79d873667,Train/Subway Station,35.56408264,139.7171199,12
4e40eeb3fa7697d3df8150b9,Train/Subway Station,35.71454304,139.77748136,72
4c2841cece3fc92810f66c88,Train/Subway Station,35.69624687,139.8152813,1
4b5ccb27f964a520564429e3,Train/Subway Station,35.76343373,139.6764877,234
4ff7fa7ae4b0734a7af5cd88,Train/Subway Station,35.63361635,139.7157097,1
4b54ebe8f964a5203ed327e3,Train/Subway Station,35.70090608,139.7357082,47
4b5bac4af964a520200f29e3,Train/Subway Station,35.55002896,139.633677,74
4e5e4004636585be5b4e47ea,Train/Subway Station,35.57648022,139.6631545,14
4bdbcd713904a593302a4c9e,Train/Subway Station,35.70271828,139.5616597,70
4f968da0e4b07e54f0d11814,Train/Subway Station,35.714475545,139.777762225,39
4b2c9031f964a520d0c724e3,Train/Subway Station,35.61552475,139.6987367,34
4b38b418f964a520914f25e3,Train/Subway Station,35.699583,139.765222,1229
4cbe36af1c6c6dcb7ed5665e,Train/Subway Station,35.67627608,139.7777009,5
4c779630fd4cef3b935d3f78,Train/Subway Station,35.69780433,139.8260182,3
4b58df1ff964a520137028e3,Train/Subway Station,35.70393801,139.7342169,73
4f20bdefe4b0e2de571a8f7e,Train/Subway Station,35.68121132,139.7680408,1
4cd63a94886cb60cae048989,Train/Subway Station,35.53072011,139.6962583,14
4b3aa8f3f964a520266c25e3,Train/Subway Station,35.60542518,139.6615038,58
4b370fd4f964a520523f25e3,Train/Subway Station,35.73211725,139.7667038,558
4ea23796d5fb57c09e008fed,Train/Subway Station,35.7509699,139.8669266,5
4b54ff13f964a5201fd727e3,Train/Subway Station,35.69776947,139.6480751,379
4b54fc26f964a52097d627e3,Train/Subway Station,35.7286335,139.5526046,31
4bc1882474a9a5939108d2f6,Train/Subway Station,35.7296205,139.710869067,59
4e128dbab0fbfef99b9bdfe2,Train/Subway Station,35.68953761,139.8156881,3
4da24d7022a5f04d227a0e55,Train/Subway Station,35.67458965,139.7776794,133
4f1d374ee4b044fd374d8697,Train/Subway Station,35.73217814,139.7666681,1
4b449979f964a52081f725e3,Train/Subway Station,35.60879495,139.7180553,207
4b385a52f964a520b44d25e3,Train/Subway Station,35.58981272,139.6688032,179
4be4bb0cbcef2d7f370603e5,Train/Subway Station,35.847749,139.669251,13
4b5653a9f964a520810b28e3,Train/Subway Station,35.63440986,139.7916135,1009
4b57e511f964a520744528e3,Train/Subway Station,35.6838101,139.8643255,38
50475f0be4b0a2da2103a692,Train/Subway Station,35.57428452,139.6632727,23
4e5f7aa47d8b67dc9001c764,Train/Subway Station,35.67697215,139.7643719,2
4efb04989911b01ddea356b7,Train/Subway Station,35.69122578,139.6986401,4
4b5949a3f964a5200f8428e3,Train/Subway Station,35.69686768,139.7974581,29
4b44246df964a520f3f125e3,Train/Subway Station,35.68848092,139.7881508,69
4e2f45886284021061ef1435,Train/Subway Station,35.579715944,139.57324676,11
4b58539af964a520ea5228e3,Train/Subway Station,35.768700727,139.662088433,217
4fdb0db4e4b0f97669a40f64,Train/Subway Station,35.66615261,139.6424532,11
4b5f0ffef964a5204aa429e3,Train/Subway Station,35.69950333,139.7250223,18
4b72722ef964a520237b2de3,Train/Subway Station,35.67198367,139.7639573,73
4b86658df964a520968831e3,Train/Subway Station,35.70029183,139.8336866,4
4b5ee5e8f964a520f89c29e3,Train/Subway Station,35.59634728,139.7117722,66
4e06e4e16284d9ee92d24c5f,Train/Subway Station,35.69214931,139.771096,24
4b83c972f964a520741031e3,Train/Subway Station,35.68844171,139.7011453,5
50fbcddbe4b084af5b79666e,Train/Subway Station,35.65345146,139.6457597,1
4b4671bff964a520282126e3,Train/Subway Station,35.7082374,139.769901,141
4c81d7d8e602b1f7b536977a,Train/Subway Station,35.69836195,139.7729266,346
4d241927f39ca143cfc372b8,Train/Subway Station,35.70215633,139.7900149,1
4b2dc086f964a52012db24e3,Train/Subway Station,35.67204468,139.7641718,360
50544260e4b06562e31468f3,Train/Subway Station,35.69224918,139.706178,13
4bbdb5038ec3d13adf501c28,Train/Subway Station,35.6916876,139.77088,135
4f9d5eba121d8c8d0c0b1322,Train/Subway Station,35.745537,139.8561072,1
4c3aa81fd94dc9b6ffa6fee7,Train/Subway Station,35.64652303,139.7101387,3
4b5aa5cdf964a52053cf28e3,Train/Subway Station,35.66835075,139.486061,33
4b2439e3f964a520256424e3,Train/Subway Station,35.7332059,139.6986938,39
4e8ee47f6c254835946719d6,Train/Subway Station,35.68151816,139.766103,89
4b0b90e1f964a5204d3223e3,Train/Subway Station,35.674955828,139.763301369,884
4b3883cff964a520624e25e3,Train/Subway Station,35.65227052,139.7222221,95
4f7650f2e4b0a35da340f7ea,Train/Subway Station,35.6803914,139.7664434,2
500e82ebe4b0fe0c6f89b794,Train/Subway Station,35.71379896,139.7765377,1
4e0aff15d22dbfe2dd783db7,Train/Subway Station,35.73199187,139.799238667,6
4b971b9ff964a5205ff834e3,Train/Subway Station,35.68468154,139.7660494,276
504a9b5fe4b0856d54c76694,Train/Subway Station,35.74384693,139.6066668,9
4b4122c2f964a520d6c125e3,Train/Subway Station,35.67834593,139.7400963,203
4b5a4723f964a5209eb928e3,Train/Subway Station,35.628067219,139.737984129,1332
4c589d0667ac0f479b4a024c,Train/Subway Station,35.697398083,139.785025867,137
4f4a190ae4b076e6e144df3e,Train/Subway Station,35.68170946,139.7677114,1
4b2c905cf964a520d3c724e3,Train/Subway Station,35.62049173,139.7044069,235
4c5dbd307f661b8d853e4c1c,Train/Subway Station,35.700490195,139.48089455,4
50169f578055ce8dabf27d9c,Train/Subway Station,35.68635469,139.7740746,1
4dec16deb0fb8293f8002e59,Train/Subway Station,35.58279869,139.7246268,1
4bd7b5f20b779c74f3d905a0,Train/Subway Station,35.70284461,139.5616221,77
4fadce29e4b09cca6158d9b6,Train/Subway Station,35.72751308,139.7680558,1
50a6d571e4b02f50be21a7b8,Train/Subway Station,35.743905225,139.6054997,3
4b2195e0f964a5206b3e24e3,Train/Subway Station,35.66558604,139.7390449,96
4c744eadd8948cfafcae64da,Train/Subway Station,35.73039759,139.7111799,37
4b8f1cdbf964a520ae4933e3,Train/Subway Station,35.68876848,139.6999598,10
4bc01f18f8219c749f40b110,Train/Subway Station,35.72953103,139.7106413,1
4b63e888f964a5209d962ae3,Train/Subway Station,35.74233249,139.7970772,24
50582c33e4b04bb5b8ba1c70,Train/Subway Station,35.67905816,139.6632877,1
4be4f932d4f7c9b61df92420,Train/Subway Station,35.68128395,139.7660708,242
4b2692a1f964a520ba7d24e3,Train/Subway Station,35.669627,139.688855,155
4e8e91ed6da16fd9cf1c258f,Train/Subway Station,35.652094933,139.544031233,12
4e0458bd18381783e730c933,Train/Subway Station,35.71502963,139.7807656,1
4db1709cf7b1bd003adc1b8c,Train/Subway Station,35.61950413,139.7280738,2
4b46ad4cf964a520ad2626e3,Train/Subway Station,35.71034999,139.8090398,321
4eae41885c5ce6e5065e22a2,Train/Subway Station,35.59355554,139.7126842,1
4f92c4cd7b0c51de7ea290d9,Train/Subway Station,35.72812834,139.7703195,2
4f4d5e62e4b051dc485ab62e,Train/Subway Station,35.68047757,139.7676864,3
4f8b05080cd6dbbc4ca0e9db,Train/Subway Station,35.70210677,139.7451845,3
4b3c7000f964a520728425e3,Train/Subway Station,35.66229986,139.5848715,204
4b572a22f964a520132928e3,Train/Subway Station,35.61529362,139.5794427,84
4b5760eaf964a520ac3428e3,Train/Subway Station,35.69800309,139.657841,50
4b467c9af964a5206c2226e3,Train/Subway Station,35.68211947,139.8003387,78
4df1a30545dd4e269338ec28,Train/Subway Station,35.691463482,139.69825262,157
4bf29ddea32e20a14266d557,Train/Subway Station,35.677518,139.7653949,631
4b55915bf964a520ace727e3,Train/Subway Station,35.58105261,139.6414232,224
4faa076fe4b0f01e882d3e75,Train/Subway Station,35.677326,139.751608,2
4bcab1ab3740b713365b6165,Train/Subway Station,35.66901154,139.6796179,57
4b6053cff964a520d8df29e3,Train/Subway Station,35.69235855,139.7009468,149
4d829edcf9f3a1cd196e9064,Train/Subway Station,35.71711631,139.8581187,40
4b55bac9f964a5207bed27e3,Train/Subway Station,35.58787581,139.7354078,43
4e9cabb693ad6455caea3f8a,Train/Subway Station,35.62900336,139.7400534,3
4b6fd2d1f964a5207efd2ce3,Train/Subway Station,35.62104118,139.5694542,281
4b3c0acbf964a520e28025e3,Train/Subway Station,35.5496176,139.6201486,54
4f5f1546e4b0b97ed9494455,Train/Subway Station,35.66754,139.632501,1
4b5c4864f964a520932929e3,Train/Subway Station,35.68138744,139.7755551,44
4e89587d8b81cb6a44f546a4,Train/Subway Station,35.69815826,139.7069702,1
4d084e4f00e6b1f78eff0cd7,Train/Subway Station,35.65240456,139.5425355,2
4e8506085c5c2abafa59a10f,Train/Subway Station,35.7169618,139.8581672,72
4bcdb01b8920b7132912a0dc,Train/Subway Station,35.68891662,139.8155737,83
4b5fa06bf964a52051c529e3,Train/Subway Station,35.75131872,139.7101307,21
4f73a544e4b08bf0daf52063,Train/Subway Station,35.690398325,139.7000347,3
4da123709aa4721e8646f519,Train/Subway Station,35.56047777,139.72396245,2
4b96dde2f964a520fbe934e3,Train/Subway Station,35.60910951,139.7257519,7
4b7e4ca8f964a520c5e82fe3,Train/Subway Station,35.730326405,139.7106229,924
4c2d76ee7d85a593d0c252f3,Train/Subway Station,35.65633045,139.7572842,39
4b178e80f964a52059c623e3,Train/Subway Station,35.65578813,139.7370279,148
4b7291c5f964a520d17e2de3,Train/Subway Station,35.65688049,139.754338,186
4bb18caff964a5202e993ce3,Train/Subway Station,35.72993121,139.7109461,25
4b4dffcbf964a52095dd26e3,Train/Subway Station,35.6334692,139.6616444,194
4d2f6dd82748b60c95a7d2a0,Train/Subway Station,35.68072511,139.768796,8
4ba1fd24f964a52018d537e3,Train/Subway Station,35.7332059,139.7775722,64
4f31a930e4b073114765c32f,Train/Subway Station,35.73038231,139.7110203,14
4b988bdff964a5209c4635e3,Train/Subway Station,35.6581026,139.7017568,6
4b943bd3f964a5203c7034e3,Train/Subway Station,35.71324218,139.7771215,38
4b52d553f964a520ed8827e3,Train/Subway Station,35.76031918,139.533935,71
4b5f8ae4f964a52080c029e3,Train/Subway Station,35.68633726,139.7295713,107
503575b3e4b08d47bdb9e24c,Train/Subway Station,35.67370123,139.6673241,2
4b6ea551f964a5201fc52ce3,Train/Subway Station,35.7388235,139.66259755,203
4b52b2b2f964a520398627e3,Train/Subway Station,35.73841974,139.6891578,22
4b56509ef964a520cf0a28e3,Train/Subway Station,35.81416568,139.8013178,86
4c87044bf554236a43dcc955,Train/Subway Station,35.58941466,139.6687227,60
4bb5a119f562ef3b4f292f97,Train/Subway Station,35.66489962,139.7842589,35
50445c8fe4b0ba0a539a02ba,Train/Subway Station,35.731643,139.707563,6
4b691035f964a5203f982be3,Train/Subway Station,35.68150944,139.7653198,75
4b7481e1f964a520bde02de3,Train/Subway Station,35.73027306,139.7113779,396
4b54fe4ef964a520fbd627e3,Train/Subway Station,35.7279106,139.7447205,36
4ba363a1f964a5203e3938e3,Train/Subway Station,35.68145715,139.767471,1
4ec719bdcc21b428e29fa085,Train/Subway Station,35.615107815,139.54207855,5
4b6cf112f964a5203b5f2ce3,Train/Subway Station,35.68253342,139.7737044,73
4d016d6194c5b1f727c651de,Train/Subway Station,35.60827696,139.7350183,1
4eaea460f9f4f7f1a0e498ee,Train/Subway Station,35.64752347,139.7484326,233
4e015b581495692a4bb8dd42,Train/Subway Station,35.72963509,139.7094226,94
4ea8afdbf5b9df96105fd412,Train/Subway Station,35.685999,139.729616,1
4f27a48ae4b01133cbcf3223,Train/Subway Station,35.53779957,139.6771823,5
4b588da8f964a520a95d28e3,Train/Subway Station,35.74764424,139.8275149,113
4fd52ba8e4b07b066301b9fa,Train/Subway Station,35.64012117,139.7417593,2
4b480de4f964a520274726e3,Train/Subway Station,35.66937762,139.8065186,101
4d06f54d7d9ba35df0ee7223,Train/Subway Station,35.628873892,139.739828917,71
4cf42ca27e0da1cdccb8a097,Train/Subway Station,35.714109382,139.776938375,132
4f9aaa270cd6605dd707c625,Train/Subway Station,35.68668583,139.7650194,1
4b4ef519f964a520a8f726e3,Train/Subway Station,35.68058822,139.4717697,102
4ba71567f964a520eb7f39e3,Train/Subway Station,35.75463606,139.7703946,10
4dddfb25d22d28453eb5b489,Train/Subway Station,35.73049006,139.7112971,3
4de5fd3fc65b98fadaf09fff,Train/Subway Station,35.65528792,139.7573341,4
4b3353b6f964a520b51825e3,Train/Subway Station,35.60350066,139.6175301,124
4b6e3e46f964a520e2b32ce3,Train/Subway Station,35.72902543,139.7110963,931
505182a6e4b0f0ff4714409e,Train/Subway Station,35.74395543,139.6057408,7
4c493afe76fbb71303186974,Train/Subway Station,35.67798861,139.7634208,2
4b32cf8bf964a520591425e3,Train/Subway Station,35.599817,139.6912481,6
4e6c70a5d4c09a17a599b141,Train/Subway Station,35.70220544,139.580353,303
4b22e836f964a520185024e3,Train/Subway Station,35.70947011,139.7334713,257
4ba94ec3f964a5206b1d3ae3,Train/Subway Station,35.71014091,139.8134065,81
4ba44083f964a520329038e3,Train/Subway Station,35.76394302,139.7708023,23
4faa17ede4b09645bffd5b12,Train/Subway Station,35.72963333,139.7687683,4
4b780d38f964a5209bb32ee3,Train/Subway Station,35.68125672,139.7669184,3
4b72774bf964a520b27b2de3,Train/Subway Station,35.69587003,139.7581637,33
4e936240d5fbb6eb8ebccbd6,Train/Subway Station,35.62611683,139.723649,187
4ded6660b0fb43a756dc4766,Train/Subway Station,35.728341,139.71329,2
4ee311860e011d5244d62a89,Train/Subway Station,35.53123905,139.6968172,38
4b5eaae5f964a5205f9529e3,Train/Subway Station,35.51782969,139.6865923,11
4f545ea0e4b07e4c64c7cdf7,Train/Subway Station,35.656697,139.757142,9
4b416f4cf964a520a6c625e3,Train/Subway Station,35.77760438,139.6329273,172
4b9c3a37f964a520ea5636e3,Train/Subway Station,35.65859949,139.7020948,53
4b907cabf964a520ca8c33e3,Train/Subway Station,35.68859856,139.710694,5
4b698ab2f964a520aba62be3,Train/Subway Station,35.68892098,139.6995628,93
5051d33ce4b06a9490dad296,Train/Subway Station,35.67411989,139.76121225,3
4b7e7a93f964a520c4ee2fe3,Train/Subway Station,35.65561378,139.7036934,193
4b57050df964a5201f2328e3,Train/Subway Station,35.77256992,139.7976458,22
4efbcd082c5b0c24c9ae4a15,Train/Subway Station,35.713916525,139.77664925,101
4e543f34d22dad218dfb014d,Train/Subway Station,35.57326543,139.6668469,142
4c50cd08250dd13af8aa257c,Train/Subway Station,35.606918517,139.685023067,15
4b5285cff964a520eb8027e3,Train/Subway Station,35.57289367,139.6672261,46
4b46c411f964a520ee2726e3,Train/Subway Station,35.65851667,139.7764349,205
4b544f48f964a52024b727e3,Train/Subway Station,35.6414988,139.5208526,36
4b586551f964a520de5528e3,Train/Subway Station,35.74196294,139.6479403,53
4f4c3a54e4b0b0a2131616cc,Train/Subway Station,35.55094241,139.7882666,1
4ec77d46722e14379655acca,Train/Subway Station,35.713240072,139.775801575,59
4bb6d6c046d4a59333e4c6c0,Train/Subway Station,35.6352208,139.8850858,27
4cc62e6606c25481d7f8a047,Train/Subway Station,35.59995458,139.6105993,311
4b81d49ef964a52047c030e3,Train/Subway Station,35.68120617,139.7682917,3
4b4189eff964a52067c725e3,Train/Subway Station,35.6921015,139.7848892,98
4ff78bf7e4b03e295812d5ce,Train/Subway Station,35.731118,139.707293,1
4b289e95f964a520499424e3,Train/Subway Station,35.60637056,139.6793604,13
4b60c0acf964a52063f729e3,Train/Subway Station,35.845675059,139.647053244,549
4b73c672f964a5207ebb2de3,Train/Subway Station,35.70734444,139.760052,11
4dcde71422718eed7a2b945c,Train/Subway Station,35.65783236,139.7014457,16
4b24b5e7f964a5208d6924e3,Train/Subway Station,35.72568253,139.7195057,190
4b3dcda5f964a520e29625e3,Train/Subway Station,35.74588638,139.8562927,323
4ba2b1c5f964a520f81038e3,Train/Subway Station,35.69090337,139.7000456,166
4e3b7ea518a83d5b2829d439,Train/Subway Station,35.68140051,139.767428,5
4b581a23f964a520f34a28e3,Train/Subway Station,35.7065168,139.7761774,61
4b3d87f9f964a520459525e3,Train/Subway Station,35.6338943,139.5310986,185
4fd2d67ce4b0a071e0f308fc,Train/Subway Station,35.627630745,139.7379695,40
4b8391bef964a5200a0a31e3,Train/Subway Station,35.6824332,139.7739244,130
505d7542e4b0b4345f8846ef,Train/Subway Station,35.65231866,139.544018,7
50441f82e4b0af4f73f9dd90,Train/Subway Station,35.694865,139.767961,1
5029d5a48055bcd858f0d8f4,Train/Subway Station,35.75262478,139.7379398,6
4b5e7141f964a520e18e29e3,Train/Subway Station,35.56188141,139.71462615,71
4e917657e5e8e9a917d2f2d3,Train/Subway Station,35.67841565,139.7661191,66
4bd8054309ecb713bfeb477c,Train/Subway Station,35.69001892,139.7003353,21
4b2df016f964a5201adc24e3,Train/Subway Station,35.6695345,139.7555029,99
4b70a7e7f964a520e9272de3,Train/Subway Station,35.73190932,139.83496,79
4c87aa86b504a1438e55b81c,Train/Subway Station,35.730039685,139.7110951,50
4b559470f964a52004e827e3,Train/Subway Station,35.58732177,139.5913464,55
4e368d1c6284ea7e110b377d,Train/Subway Station,35.729679143,139.710882333,9
4b59167df964a520ed7b28e3,Train/Subway Station,35.62541865,139.7240216,87
4e61ac4ca80951b3182e71db,Train/Subway Station,35.69003243,139.7001494,1
4e2183d918a88345f04c0e1e,Train/Subway Station,35.56263056,139.716053,15
505318e4e4b08e1d3c6448db,Train/Subway Station,35.665504,139.719589,1
4bfa828a633d9c74d0130843,Train/Subway Station,35.74940889,139.8054522,2
4e6998eb227162c38e11c794,Train/Subway Station,35.65519379,139.75690735,5
4e3fedcfae6045423684c1b3,Train/Subway Station,35.67211,139.480621,22
4b56d1eef964a520161c28e3,Train/Subway Station,35.66604801,139.5030642,32
4b5dbcd2f964a5202f6929e3,Train/Subway Station,35.75110975,139.641037,3
4b5cda0ef964a5205f4729e3,Train/Subway Station,35.69700273,139.6826863,86
4b45c7a5f964a5203e1026e3,Train/Subway Station,35.65486406,139.7962672,417
4b7cd447f964a520caa62fe3,Train/Subway Station,35.6727158,139.724046,73
4b553af0f964a52059df27e3,Train/Subway Station,35.69071167,139.7568226,106
4b0c8214f964a520813e23e3,Train/Subway Station,35.72614905,139.5132297,310
50b2c500e4b01c01b548780f,Train/Subway Station,35.672796,139.741077,1
4e506a74ae6051db8ddb6f6c,Train/Subway Station,35.69170503,139.770813,5
4fd58789e4b013c5817a38db,Train/Subway Station,35.63872608,139.739871,46
4fc35334e4b09af80bcad3fb,Train/Subway Station,35.617835,139.566017,9
4b4a79ccf964a520bc8826e3,Train/Subway Station,35.62081442,139.5697117,759
50817396e4b06f332f4a8010,Train/Subway Station,35.70226461,139.543456,2
4b8dafb1f964a520960833e3,Train/Subway Station,35.68808008,139.798193,24
4b6e4768f964a520e2b52ce3,Train/Subway Station,35.69331267,139.699131,177
4bc12edeabf4952194bdc093,Train/Subway Station,35.647111,139.709003,4
5000083ae4b049e4aba809ee,Train/Subway Station,35.634528,139.791517,1
4b4fb9eef964a520c91227e3,Train/Subway Station,35.70794991,139.7090283,46
4da23c6563b5a35d1ce5f919,Train/Subway Station,35.58974292,139.6687818,68
4b46d0ebf964a520982826e3,Train/Subway Station,35.69550407,139.7517049,494
4c3e4cce6faac9b6950f0e76,Train/Subway Station,35.65970221,139.67803,1
4b948fd8f964a5207c7d34e3,Train/Subway Station,35.66719421,139.7585446,133
4b7ba23bf964a5205d692fe3,Train/Subway Station,35.85887655,139.7536844,39
4ea54bf5f5b9efc00298e5c9,Train/Subway Station,35.67553527,139.7636193,14
4b6193f2f964a52088182ae3,Train/Subway Station,35.74843662,139.7697937,38
4b80d36df964a520068e30e3,Train/Subway Station,35.64425399,139.6990585,299
4b78bac2f964a520afdf2ee3,Train/Subway Station,35.77570575,139.6953785,9
4b5db1e7f964a520356729e3,Train/Subway Station,35.73061055,139.4765425,7
4b55ca93f964a52033f027e3,Train/Subway Station,35.69323861,139.897542,12
4f500dd6e4b0749a942147b6,Train/Subway Station,35.70625837,139.68430025,36
4b56e642f964a5208a1e28e3,Train/Subway Station,35.7602343,139.7222114,107
4b409ee1f964a5205cb925e3,Train/Subway Station,35.64480273,139.537041,59
4cce930f7c2ff04d6268a57e,Train/Subway Station,35.713840065,139.7758388,20
4e945bc2d5fb27b8eaec4956,Train/Subway Station,35.73660237,139.747054,17
